Claim Number,City Code,City,Enterprise Type,Claim Type,Claim Site,Product Insured
XRTQ8S870S,KNU,Kanpur,Sole Proprietorship,Property Damage,Warehouse,Misc. Engineering Tools
CXXS3MVQ74,BLR,Bangalore,Public Limited Company,Property Loss,In Transit,Inventory - Finished Goods
19V56QNJFO,NGP,Nagpur,Joint-Venture Company,Property Loss,In Transit,Inventory - Raw Material
I3ER8850A4,DEL,Delhi,Sole Proprietorship,Property Loss,In Transit,Pumps and Motors
L4BMWIX8ZS,THN,Thane,One Person Company,Property Loss,In Transit,Misc. Engineering Tools
QF48HQCHXY,AMD,Ahmedabad,Private Ltd. MSME - Micro,Property Damage,Warehouse,Furniture
KRAAUNCOCW,DEL,Delhi,One Person Company,Property Loss,Warehouse,Misc. Lab Equipment
OMDY87IRF9,STV,Surat,Limited Liability Parterneship (LLP),Property Loss,In Transit,Furniture
FLLT97S97G,BOM,Mumbai,One Person Company,Property Loss,In Transit,Misc. Engineering Tools
13B2G0M144,KNU,Kanpur,Sole Proprietorship,Property Loss,In Transit,Misc. Electrical Equipment
YSPY1N0WEI,STV,Surat,Non-Profit Organization (NPO),Property Damage,In Transit,Misc. Electronic Items
LQHLOSAFG0,PAT,Patna,One Person Company,Property Damage,In Transit,Misc. Electronic Items
9DHIT888AA,BLR,Bangalore,Public Limited Company,Property Loss,In Transit,Inventory - Raw Material
QT0U1JA3AQ,NGP,Nagpur,Non-Profit Organization (NPO),Property Damage,In Transit,Misc. Electrical Equipment
4C4DB31EHB,AGR,Agra,One Person Company,Property Damage,In Transit,Inventory - Raw Material
T3I50H5IQY,BOM,Mumbai,Sole Proprietorship,Property Damage,In Transit,Misc. Electronic Items
0U5LUDGZ8S,CCU,Kolkata,Private Limited Company,Property Loss,In Transit,Misc. Sensors
DQ1JQY29Y8,CJB,Coimbatore,Joint-Venture Company,Property Damage,In Transit,Misc. Electronic Items
01P8U533SG,KNU,Kanpur,Private Ltd. MSME - Small,Property Loss,In Transit,"Heating, ventilation, and air conditioning (HVAC) System"
7AAKYU9EQ7,BDQ,Vadodara,Limited Liability Parterneship (LLP),Property Loss,In Transit,Misc. Electrical Equipment
1G4T1E7RJ5,LKO,Lucknow,Joint-Venture Company,Property Loss,In Transit,Misc. Electrical Equipment
TWYXERMJ2I,IDR,Indore,Cooperative Society,Property Damage,In Transit,Misc. Electronic Items
VXKH46M756,NGP,Nagpur,Limited Liability Parterneship (LLP),Property Loss,Warehouse,Inventory - Raw Material
PQIK6HCP75,VSK,Visakhapatnam,Partnership Firm,Property Loss,In Transit,Cameras and other Misc. Security Equipment
XHKIA8IT3M,BOM,Mumbai,Sole Proprietorship,Property Damage,In Transit,Misc. Electrical Equipment
8BHZ9UK0F5,DEL,Delhi,One Person Company,Property Loss,In Transit,"Heating, ventilation, and air conditioning (HVAC) System"
9LA54NVEBQ,IDR,Indore,Public Limited Company,Property Loss,In Transit,Inventory - Finished Goods
YKZY0FGX5P,BOM,Mumbai,Private Ltd. MSME - Micro,Property Loss,Warehouse,"Heating, ventilation, and air conditioning (HVAC) System"
LEPYNHQVFW,DEL,Delhi,Sole Proprietorship,Property Loss,Warehouse,Misc. Sensors
OT2A2CZ8U7,NSK,Nashik,Public Limited Company,Property Loss,In Transit,Inventory - Raw Material
O2VYO6LPOS,PNQ,Pune,Joint-Venture Company,Property Damage,Warehouse,Furniture
GX4XV96CIO,HYD,Hyderabad,Foreign Subsidary,Property Loss,In Transit,Furniture
448SSR6MPQ,DEL,Delhi,Sole Proprietorship,Property Loss,In Transit,Misc. Electrical Equipment
XBHX4L3A1A,THN,Thane,Sole Proprietorship,Property Damage,In Transit,Inventory - Raw Material
LEGM47RW44,NGP,Nagpur,One Person Company,Property Damage,In Transit,Misc. Engineering Tools
YRMLALKRBQ,BLR,Bangalore,One Person Company,Property Damage,In Transit,Misc. Electronic Items
VOQG5RKL1P,BHO,Bhopal,Joint-Venture Company,Property Loss,In Transit,Misc. Electrical Equipment
O7QAEZZTRN,KNU,Kanpur,Sole Proprietorship,Property Damage,In Transit,Misc. Electronic Items
E3A5FT6MG9,NSK,Nashik,Public Limited Company,Property Damage,In Transit,Misc. Electronic Items
W07S6IJQZD,DEL,Delhi,One Person Company,Property Loss,In Transit,Fixtures
WR5Q9UKSW6,LKO,Lucknow,Partnership Firm,Property Loss,In Transit,Inventory - Raw Material
750YESFS1Y,DEL,Delhi,One Person Company,Property Loss,In Transit,Inventory - Finished Goods
SEWZMK58DO,BHO,Bhopal,Joint-Venture Company,Property Loss,In Transit,Inventory - Raw Material
WP58TM4QSS,DEL,Delhi,Sole Proprietorship,Property Damage,Warehouse,Misc. Engineering Tools
EK0GV3C7B1,BLR,Bangalore,Public Limited Company,Property Loss,In Transit,Inventory - Raw Material
D78BNR5T9P,NGP,Nagpur,Private Limited Company,Property Loss,In Transit,Inventory - Raw Material
C22UT3OQXV,AMD,Ahmedabad,Sole Proprietorship,Property Loss,In Transit,Misc. Electrical Equipment
KATNNV33XD,STV,Surat,Non-Profit Organization (NPO),Property Loss,In Transit,Pumps and Motors
21UZQ8W33Z,DEL,Delhi,One Person Company,Property Damage,In Transit,Inventory - Finished Goods
HTLYET6JVH,AMD,Ahmedabad,Private Ltd. MSME - Micro,Property Loss,In Transit,Misc. Electrical Equipment
1PQPBDLR1H,LKO,Lucknow,Private Limited Company,Property Loss,In Transit,Inventory - Raw Material
WL9TYTDA73,CJB,Coimbatore,Joint-Venture Company,Property Damage,In Transit,Inventory - Raw Material
7V3G9CR02P,AGR,Agra,Non-Profit Organization (NPO),Property Loss,In Transit,Misc. Electrical Equipment
UMM3IIQ8XZ,CCU,Kolkata,Private Limited Company,Property Loss,In Transit,Misc. Engineering Tools
SQ1LBXG51V,BLR,Bangalore,Public Limited Company,Property Loss,In Transit,Misc. Electrical Equipment
Y4H84MFYUH,LKO,Lucknow,Private Ltd. MSME - Medium,Property Damage,In Transit,Inventory - Raw Material
QNN6XNUN3P,BLR,Bangalore,Public Limited Company,Property Loss,In Transit,Inventory - Raw Material
7JMOFOUH6C,PNQ,Pune,Private Limited Company,Property Damage,Warehouse,Misc. Electronic Items
SYBMV2WOIA,AMD,Ahmedabad,Partnership Firm,Property Loss,Warehouse,Misc. Lab Equipment
N4M7GQDV4O,KNU,Kanpur,Sole Proprietorship,Property Loss,In Transit,Inventory - Finished Goods
VM3OC2CN4N,KNU,Kanpur,Sole Proprietorship,Property Loss,In Transit,Inventory - Raw Material
Y7M8C9U9ZE,STV,Surat,One Person Company,Property Loss,In Transit,Inventory - Raw Material
QKG7LTKME0,CJB,Coimbatore,Public Limited Company,Property Damage,Warehouse,Misc. Engineering Tools
0E2KUO92EJ,BHO,Bhopal,Joint-Venture Company,Property Loss,In Transit,Inventory - Raw Material
T5FNTNNSTF,LKO,Lucknow,Partnership Firm,Property Loss,In Transit,Misc. Engineering Tools
KWJ61NBXRB,NGP,Nagpur,One Person Company,Property Loss,In Transit,Misc. Engineering Tools
AECIZVWCKG,BHO,Bhopal,Joint-Venture Company,Property Loss,In Transit,Misc. Engineering Tools
YKEL2SGJ45,CJB,Coimbatore,Sole Proprietorship,Property Damage,Warehouse,Inventory - Raw Material
SU3AJ1OKFT,NSK,Nashik,Public Limited Company,Property Damage,In Transit,Furniture
ZICRB2ZU89,BOM,Mumbai,One Person Company,Property Damage,In Transit,Misc. Electronic Items
LXNYKESESS,VSK,Visakhapatnam,Sole Proprietorship,Property Loss,In Transit,Misc. Electronic Items
Q5I5IKJ9B0,CJB,Coimbatore,Joint-Venture Company,Property Damage,In Transit,Inventory - Raw Material
UTQSTBHJX0,KNU,Kanpur,Sole Proprietorship,Property Loss,In Transit,Misc. Electrical Equipment
0QEEAIA0ER,PNQ,Pune,Public Limited Company,Property Loss,In Transit,"Heating, ventilation, and air conditioning (HVAC) System"
YH51MKXHZX,PNQ,Pune,Partnership Firm,Property Loss,In Transit,Cameras and other Misc. Security Equipment
SHHPINR5KW,JAI,Jaipur,Private Ltd. MSME - Medium,Property Loss,Warehouse,"Heating, ventilation, and air conditioning (HVAC) System"
3I5O31A9B2,VSK,Visakhapatnam,Partnership Firm,Property Loss,In Transit,"Heating, ventilation, and air conditioning (HVAC) System"
EFU2Y8WTHB,HYD,Hyderabad,Private Limited Company,Property Loss,In Transit,Cameras and other Misc. Security Equipment
DG9DY7ADLY,PNQ,Pune,Partnership Firm,Property Loss,In Transit,"Heating, ventilation, and air conditioning (HVAC) System"
ZX8NKRP3DE,JAI,Jaipur,Non-Profit Organization (NPO),Property Loss,Warehouse,Inventory - Raw Material
R7A5NAPWZ3,BOM,Mumbai,Private Limited Company,Property Loss,In Transit,Misc. Lab Equipment
7QG0LYLNGC,PNQ,Pune,Foreign Subsidary,Property Loss,In Transit,Misc. Engineering Tools
W1OUA13YFJ,JAI,Jaipur,Private Ltd. MSME - Medium,Property Loss,Warehouse,Misc. Electrical Equipment
OULCPKGO07,NSK,Nashik,Public Limited Company,Property Loss,In Transit,Misc. Sensors
ZEYOYWCXYY,CCU,Kolkata,Private Limited Company,Property Loss,In Transit,Inventory - Raw Material
I4FBX3T6TT,AGR,Agra,Partnership Firm,Property Loss,Warehouse,"Heating, ventilation, and air conditioning (HVAC) System"
AFYZ14V604,LKO,Lucknow,Partnership Firm,Property Loss,In Transit,Inventory - Finished Goods
9KASBB0OM7,MAA,Chennai,Sole Proprietorship,Property Loss,In Transit,Misc. Engineering Tools
EN90I2W7J2,HYD,Hyderabad,Private Limited Company,Property Damage,In Transit,Misc. Electronic Items
YU0R08OW6M,BOM,Mumbai,Sole Proprietorship,Property Loss,In Transit,Inventory - Raw Material
SSWUPEB1XA,HYD,Hyderabad,Foreign Subsidary,Property Loss,Warehouse,Misc. Lab Equipment
NUACJKUFVM,CJB,Coimbatore,Joint-Venture Company,Property Damage,In Transit,Misc. Electronic Items
MM296WG3KN,NGP,Nagpur,Sole Proprietorship,Property Loss,In Transit,Furniture
5EDWEF2RRW,CCU,Kolkata,Private Limited Company,Property Loss,In Transit,Furniture
WRVPVRJLGQ,BLR,Bangalore,Non-Profit Organization (NPO),Property Loss,In Transit,Misc. Electrical Equipment
0TJPHSR3G6,DEL,Delhi,Private Ltd. MSME - Medium,Property Damage,In Transit,Pumps and Motors
Z14K9PKYYI,KNU,Kanpur,Joint-Venture Company,Property Loss,In Transit,Misc. Engineering Tools
0R18MM6AUQ,IDR,Indore,Sole Proprietorship,Property Damage,In Transit,Inventory - Raw Material
UYA1HSJMVW,JAI,Jaipur,Limited Liability Parterneship (LLP),Property Damage,In Transit,Furniture
U7XJ6AH75A,CJB,Coimbatore,Joint-Venture Company,Property Damage,In Transit,Misc. Electronic Items
2WAZRGY5TM,HYD,Hyderabad,Private Limited Company,Property Damage,In Transit,Misc. Electronic Items
FGQ6DSKBG3,NGP,Nagpur,Private Limited Company,Property Damage,Warehouse,Furniture
YEN4BU9SRL,HYD,Hyderabad,One Person Company,Property Loss,In Transit,"Heating, ventilation, and air conditioning (HVAC) System"
ZBWL7BE4Y1,STV,Surat,Non-Profit Organization (NPO),Property Loss,In Transit,"Heating, ventilation, and air conditioning (HVAC) System"
Y2TXDWX6C9,IDR,Indore,Private Limited Company,Property Loss,In Transit,Misc. Engineering Tools
5QX2DIHNRA,BOM,Mumbai,One Person Company,Property Damage,Warehouse,Misc. Engineering Tools
DBK0ADFIZ6,BOM,Mumbai,Private Limited Company,Property Loss,In Transit,Misc. Engineering Tools
40YOKRF37S,STV,Surat,One Person Company,Property Loss,Other,Misc. Engineering Tools
4BVXX84T7C,PNQ,Pune,Public Limited Company,Property Loss,In Transit,Inventory - Raw Material
0FTKHKG4GO,CJB,Coimbatore,Limited Liability Parterneship (LLP),Property Loss,In Transit,Misc. Electrical Equipment
13CIW7ROI5,BOM,Mumbai,One Person Company,Property Damage,In Transit,Inventory - Raw Material
5G2GOUPR3C,HYD,Hyderabad,Sole Proprietorship,Property Damage,In Transit,Misc. Electronic Items
2OD1684F6F,ATQ,Amritsar,Private Ltd. MSME - Medium,Property Damage,In Transit,Inventory - Finished Goods
7NJ6VJ06QH,IDR,Indore,Foreign Subsidary,Property Damage,In Transit,Inventory - Raw Material
16IZTA8RBD,LKO,Lucknow,Partnership Firm,Property Damage,In Transit,Misc. Electronic Items
N36UN87D19,BOM,Mumbai,Sole Proprietorship,Property Loss,In Transit,Inventory - Raw Material
KBBJF2SLI4,HYD,Hyderabad,Foreign Subsidary,Property Loss,In Transit,Inventory - Raw Material
VJPWT0ZY9R,IDR,Indore,Public Limited Company,Property Loss,In Transit,Inventory - Raw Material
5AVO6T29QW,MAA,Chennai,Sole Proprietorship,Property Damage,In Transit,Misc. Electronic Items
GQXTHAOGUW,HYD,Hyderabad,Private Limited Company,Property Loss,In Transit,Inventory - Raw Material
J2DF9GLD3R,ATQ,Amritsar,Private Limited Company,Property Loss,In Transit,Misc. Electrical Equipment
NBL9Q6S642,PNQ,Pune,Limited Liability Parterneship (LLP),Property Loss,In Transit,Misc. Engineering Tools
S6RVWFNYBM,JAI,Jaipur,Public Limited Company,Property Loss,In Transit,Misc. Electrical Equipment
VXZNPNQ461,CCU,Kolkata,Limited Liability Parterneship (LLP),Property Loss,In Transit,Misc. Electrical Equipment
ICNFWMS8VM,BOM,Mumbai,Partnership Firm,Property Damage,In Transit,Misc. Electronic Items
LZQ9L7TSER,THN,Thane,One Person Company,Property Damage,In Transit,Inventory - Finished Goods
MFT9ROJQNC,BLR,Bangalore,One Person Company,Property Loss,In Transit,"Heating, ventilation, and air conditioning (HVAC) System"
QY4V4V72JZ,BOM,Mumbai,One Person Company,Property Loss,In Transit,Inventory - Raw Material
E98EVXG3PX,NGP,Nagpur,One Person Company,Property Loss,In Transit,Inventory - Raw Material
EAL1WWPREC,KNU,Kanpur,Private Ltd. MSME - Micro,Property Loss,In Transit,Inventory - Raw Material
0FK2DWXIH4,CJB,Coimbatore,Joint-Venture Company,Property Loss,In Transit,Inventory - Finished Goods
4WOLR2D2QP,JAI,Jaipur,Partnership Firm,Property Loss,Other,Inventory - Raw Material
GRJ5T6WIUM,VSK,Visakhapatnam,Public Limited Company,Property Loss,In Transit,Inventory - Finished Goods
J593BLBGPR,DEL,Delhi,Sole Proprietorship,Property Loss,In Transit,Misc. Engineering Tools
9WZOGFMOIF,KNU,Kanpur,Private Limited Company,Property Damage,Warehouse,Pumps and Motors
TWZRNU2TDD,CJB,Coimbatore,Joint-Venture Company,Property Loss,In Transit,Inventory - Raw Material
X26XJEJDSP,AMD,Ahmedabad,Partnership Firm,Property Damage,Warehouse,Furniture
J5S7NNGN2W,THN,Thane,Sole Proprietorship,Property Loss,In Transit,Misc. Electrical Equipment
L420XACRPT,PNQ,Pune,Sole Proprietorship,Property Loss,In Transit,Misc. Electrical Equipment
YQAC60L8SA,HYD,Hyderabad,Foreign Subsidary,Property Damage,Warehouse,Furniture
EDIUGY6475,MAA,Chennai,Private Limited Company,Property Loss,In Transit,Inventory - Raw Material
GAXMV5SMG6,AMD,Ahmedabad,Private Ltd. MSME - Micro,Property Loss,In Transit,Inventory - Raw Material
N65UF1425G,AMD,Ahmedabad,Sole Proprietorship,Property Loss,In Transit,Inventory - Finished Goods
4PNLEO1Y6C,BOM,Mumbai,Partnership Firm,Property Loss,In Transit,Inventory - Raw Material
JC6V1WU8T4,HYD,Hyderabad,Foreign Subsidary,Property Loss,In Transit,Misc. Engineering Tools
3UIUXWKW84,BDQ,Vadodara,Foreign Subsidary,Property Loss,Warehouse,"Heating, ventilation, and air conditioning (HVAC) System"
Z8EZ5KNGVG,LKO,Lucknow,Partnership Firm,Property Loss,In Transit,"Heating, ventilation, and air conditioning (HVAC) System"
4H7JVYKIW7,JAI,Jaipur,Non-Profit Organization (NPO),Property Loss,In Transit,Misc. Electrical Equipment
2EXWYGH1LL,THN,Thane,Private Ltd. MSME - Small,Property Damage,In Transit,Furniture
GIAW0HMHKG,IDR,Indore,Private Limited Company,Property Loss,In Transit,Inventory - Raw Material
AXEG96AO0S,DEL,Delhi,Sole Proprietorship,Property Loss,In Transit,Inventory - Finished Goods
YU2ULHPN3V,BHO,Bhopal,Joint-Venture Company,Property Damage,In Transit,Misc. Electronic Items
ZBWPRW5H5A,AMD,Ahmedabad,Private Ltd. MSME - Micro,Property Damage,In Transit,Inventory - Raw Material
EK7KB5OYL3,BHO,Bhopal,One Person Company,Property Loss,In Transit,Misc. Electronic Items
7G15CYI3M7,STV,Surat,Sole Proprietorship,Property Loss,In Transit,Furniture
RUMQ3AHFW0,PNQ,Pune,Non-Profit Organization (NPO),Property Damage,In Transit,Misc. Electronic Items
83HITDVDFH,LKO,Lucknow,Non-Profit Organization (NPO),Property Loss,In Transit,Inventory - Raw Material
VQX011A356,THN,Thane,One Person Company,Property Loss,In Transit,Inventory - Raw Material
3VP8Z1I3R8,BLR,Bangalore,Public Limited Company,Property Loss,In Transit,Furniture
OPGP57MJAU,PNQ,Pune,Public Limited Company,Property Loss,In Transit,Misc. Electronic Items
8GPZ8QKEHS,NSK,Nashik,Public Limited Company,Property Damage,In Transit,Misc. Electronic Items
02IUMOINAS,KNU,Kanpur,Sole Proprietorship,Property Damage,In Transit,Misc. Electronic Items
HJ4BKGDRLW,PAT,Patna,One Person Company,Property Damage,In Transit,Misc. Electronic Items
QPT4DA948J,DEL,Delhi,Non-Profit Organization (NPO),Property Loss,In Transit,Misc. Electrical Equipment
2ZU2BMHI2M,JAI,Jaipur,One Person Company,Property Damage,In Transit,Inventory - Raw Material
XU5NKLG5XM,AMD,Ahmedabad,Private Ltd. MSME - Micro,Property Damage,In Transit,Inventory - Raw Material
1RUGUYI8CE,AMD,Ahmedabad,Private Limited Company,Property Damage,In Transit,Inventory - Raw Material
A1Y9XC5M94,THN,Thane,Non-Profit Organization (NPO),Property Loss,In Transit,Misc. Engineering Tools
FVV2A93LU2,CCU,Kolkata,Private Limited Company,Property Loss,In Transit,Misc. Engineering Tools
2XFPLN3HKR,ATQ,Amritsar,Limited Liability Parterneship (LLP),Property Damage,In Transit,Misc. Electronic Items
2JYXX2JV5M,MAA,Chennai,Sole Proprietorship,Property Loss,Warehouse,Pumps and Motors
4MLHBCQ1RJ,HYD,Hyderabad,Sole Proprietorship,Property Loss,Warehouse,Inventory - Raw Material
0R99CPDBCP,HYD,Hyderabad,One Person Company,Property Loss,Warehouse,"Heating, ventilation, and air conditioning (HVAC) System"
QWK94NIIXM,AGR,Agra,Sole Proprietorship,Property Damage,In Transit,Misc. Electronic Items
B4LOIRAP0V,BOM,Mumbai,One Person Company,Property Damage,In Transit,Misc. Engineering Tools
JNQO1NZISJ,PAT,Patna,One Person Company,Property Loss,In Transit,Inventory - Raw Material
YRS5UH3BK2,HYD,Hyderabad,Foreign Subsidary,Property Damage,In Transit,Misc. Electronic Items
OLFV46CZ3O,AGR,Agra,Private Limited Company,Property Damage,In Transit,Misc. Electronic Items
2R18E6E4DT,STV,Surat,One Person Company,Property Loss,Warehouse,"Heating, ventilation, and air conditioning (HVAC) System"
SHXZPK168O,PAT,Patna,One Person Company,Property Loss,In Transit,Inventory - Raw Material
4BSNBFXZJ6,IDR,Indore,Private Limited Company,Property Loss,Warehouse,Pumps and Motors
FO03GROZUP,AGR,Agra,Partnership Firm,Property Loss,In Transit,Cameras and other Misc. Security Equipment
58JJY0YFO5,BDQ,Vadodara,One Person Company,Property Damage,In Transit,Inventory - Raw Material
5BUY6Z7GON,BOM,Mumbai,One Person Company,Property Loss,In Transit,Misc. Electrical Equipment
CRJZVTI4QH,AMD,Ahmedabad,Private Ltd. MSME - Micro,Property Damage,Warehouse,Misc. Electronic Items
BYYZMB6S6A,PNQ,Pune,Joint-Venture Company,Property Loss,Warehouse,"Heating, ventilation, and air conditioning (HVAC) System"
WFCJAXBLK9,HYD,Hyderabad,Foreign Subsidary,Property Loss,In Transit,Furniture
QL4DJSO7D3,BOM,Mumbai,Private Ltd. MSME - Micro,Property Loss,In Transit,Inventory - Raw Material
C2ETEDPGK8,PAT,Patna,Private Limited Company,Property Loss,In Transit,"Property, Plant, and Equipment (PPE) Parts"
E1WR2MBZYZ,BDQ,Vadodara,Foreign Subsidary,Property Damage,Warehouse,Misc. Electrical Equipment
OB3R0LFFSD,DEL,Delhi,One Person Company,Property Loss,In Transit,Inventory - Finished Goods
BEG5TUG8HG,JAI,Jaipur,Non-Profit Organization (NPO),Property Loss,In Transit,Misc. Engineering Tools
6GAJ7GJ9QB,STV,Surat,Non-Profit Organization (NPO),Property Loss,Warehouse,Misc. Engineering Tools
9RGP3UK263,HYD,Hyderabad,Private Limited Company,Property Loss,Warehouse,Misc. Sensors
AZ17YU6PGN,JAI,Jaipur,Partnership Firm,Property Loss,In Transit,Misc. Electronic Items
TQ4KCAD9YD,CJB,Coimbatore,Joint-Venture Company,Property Damage,In Transit,Misc. Electronic Items
QGE6XS1GMS,ATQ,Amritsar,Partnership Firm,Property Damage,Warehouse,Pumps and Motors
